onset	duration	trial_type	value	sample
0.0	33.891	bad_before_experiment	4	0
6.0	17.0	bad_artifact	3	6000
20.076	2.0	Impedance_test	1	20076
33.991	5.0	rest_27	115	33991
38.99	5.0	perception_27	25	38990
43.99	1.0	preparation_27	55	43990
44.99	5.0	production_27	85	44990
49.969	5.0	rest_22	110	49969
54.974	5.0	perception_22	20	54974
59.976	1.0	preparation_22	50	59976
60.974	5.0	production_22	80	60974
65.964	5.0	rest_17	104	65964
70.958	5.0	perception_17	14	70958
75.959	1.0	preparation_17	44	75959
76.959	5.0	production_17	74	76959
81.948	5.0	rest_10	97	81948
86.942	5.0	perception_10	7	86942
91.942	1.0	preparation_10	37	91942
92.942	5.0	production_10	67	92942
97.934	5.0	rest_19	106	97934
102.926	5.0	perception_19	16	102926
107.927	1.0	preparation_19	46	107927
108.926	5.0	production_19	76	108926
113.92	5.0	rest_16	103	113920
118.927	5.0	perception_16	13	118927
123.927	1.0	preparation_16	43	123927
124.927	5.0	production_16	73	124927
129.916	5.0	rest_4	120	129916
134.91	5.0	perception_4	30	134910
139.911	1.0	preparation_4	60	139911
140.911	5.0	production_4	90	140911
145.901	5.0	rest_14	101	145901
150.895	5.0	perception_14	11	150895
155.895	1.0	preparation_14	41	155895
156.895	5.0	production_14	71	156895
161.883	5.0	rest_1	96	161883
166.879	5.0	perception_1	6	166879
171.879	1.0	preparation_1	36	171879
172.879	5.0	production_1	66	172879
177.869	5.0	rest_28	116	177869
182.864	5.0	perception_28	26	182864
187.863	1.0	preparation_28	56	187863
188.863	5.0	production_28	86	188863
193.856	5.0	rest_29	117	193856
198.863	5.0	perception_29	27	198863
203.864	1.0	preparation_29	57	203864
204.863	5.0	production_29	87	204863
209.855	5.0	rest_12	99	209855
214.847	5.0	perception_12	9	214847
219.848	1.0	preparation_12	39	219848
220.847	5.0	production_12	69	220847
225.838	5.0	rest_15	102	225838
230.831	5.0	perception_15	12	230831
235.832	1.0	preparation_15	42	235832
236.831	5.0	production_15	72	236831
241.825	5.0	rest_13	100	241825
246.833	5.0	perception_13	10	246833
251.832	1.0	preparation_13	40	251832
252.832	5.0	production_13	70	252832
257.823	5.0	rest_26	114	257823
262.816	5.0	perception_26	24	262816
267.816	1.0	preparation_26	54	267816
268.817	5.0	production_26	84	268817
273.808	5.0	rest_20	108	273808
278.8	5.0	perception_20	18	278800
283.8	1.0	preparation_20	48	283800
284.8	5.0	production_20	78	284800
289.789	5.0	rest_6	122	289789
294.784	5.0	perception_6	32	294784
299.784	1.0	preparation_6	62	299784
300.784	5.0	production_6	92	300784
305.775	5.0	rest_2	107	305775
310.768	5.0	perception_2	17	310768
315.768	1.0	preparation_2	47	315768
316.768	5.0	production_2	77	316768
321.759	5.0	rest_7	123	321759
326.752	5.0	perception_7	33	326752
331.752	1.0	preparation_7	63	331752
332.752	5.0	production_7	93	332752
337.743	5.0	rest_9	125	337743
342.736	5.0	perception_9	35	342736
347.736	1.0	preparation_9	65	347736
348.736	5.0	production_9	95	348736
353.724	5.0	rest_11	98	353724
358.72	5.0	perception_11	8	358720
363.72	1.0	preparation_11	38	363720
364.72	5.0	production_11	68	364720
369.712	5.0	rest_8	124	369712
374.704	5.0	perception_8	34	374704
375.0	2.0	bad_artifact	3	375000
379.704	1.0	preparation_8	64	379704
380.704	5.0	production_8	94	380704
385.695	5.0	rest_5	121	385695
390.688	5.0	perception_5	31	390688
395.688	1.0	preparation_5	61	395688
396.688	5.0	production_5	91	396688
401.679	5.0	rest_23	111	401679
406.672	5.0	perception_23	21	406672
411.672	1.0	preparation_23	51	411672
412.672	5.0	production_23	81	412672
417.662	5.0	rest_18	105	417662
422.656	5.0	perception_18	15	422656
427.656	1.0	preparation_18	45	427656
428.656	5.0	production_18	75	428656
433.647	5.0	rest_21	109	433647
438.64	5.0	perception_21	19	438640
443.64	1.0	preparation_21	49	443640
444.64	5.0	production_21	79	444640
449.633	5.0	rest_24	112	449633
454.624	5.0	perception_24	22	454624
459.624	1.0	preparation_24	52	459624
460.624	5.0	production_24	82	460624
465.615	5.0	rest_3	118	465615
470.608	5.0	perception_3	28	470608
475.608	1.0	preparation_3	58	475608
476.608	5.0	production_3	88	476608
481.597	5.0	rest_25	113	481597
486.592	5.0	perception_25	23	486592
491.592	1.0	preparation_25	53	491592
492.592	5.0	production_25	83	492592
497.586	5.0	rest_30	119	497586
502.592	5.0	perception_30	29	502592
507.594	1.0	preparation_30	59	507594
508.593	5.0	production_30	89	508593
513.582	5.0	rest_4	120	513582
518.576	5.0	perception_4	30	518576
523.577	1.0	preparation_4	60	523577
524.577	5.0	production_4	90	524577
529.565	5.0	rest_18	105	529565
534.561	5.0	perception_18	15	534561
539.561	1.0	preparation_18	45	539561
540.561	5.0	production_18	75	540561
545.549	5.0	rest_11	98	545549
550.544	5.0	perception_11	8	550544
555.545	1.0	preparation_11	38	555545
556.545	5.0	production_11	68	556545
561.533	5.0	rest_15	102	561533
566.529	5.0	perception_15	12	566529
571.529	1.0	preparation_15	42	571529
572.529	5.0	production_15	72	572529
577.52	5.0	rest_8	124	577520
582.513	5.0	perception_8	34	582513
583.0	3.0	bad_artifact	3	583000
587.513	1.0	preparation_8	64	587513
588.513	5.0	production_8	94	588513
593.504	5.0	rest_20	108	593504
598.497	5.0	perception_20	18	598497
603.497	1.0	preparation_20	48	603497
604.497	5.0	production_20	78	604497
609.492	5.0	rest_26	114	609492
614.497	5.0	perception_26	24	614497
619.497	1.0	preparation_26	54	619497
620.498	5.0	production_26	84	620498
625.486	5.0	rest_17	104	625486
630.481	5.0	perception_17	14	630481
635.481	1.0	preparation_17	44	635481
636.482	5.0	production_17	74	636482
641.47	5.0	rest_28	116	641470
646.465	5.0	perception_28	26	646465
651.465	1.0	preparation_28	56	651465
652.466	5.0	production_28	86	652466
657.456	5.0	rest_9	125	657456
662.449	5.0	perception_9	35	662449
667.449	1.0	preparation_9	65	667449
668.45	5.0	production_9	95	668450
673.443	5.0	rest_6	122	673443
678.451	5.0	perception_6	32	678451
683.45	1.0	preparation_6	62	683450
684.45	5.0	production_6	92	684450
689.444	5.0	rest_7	123	689444
694.451	5.0	perception_7	33	694451
699.451	1.0	preparation_7	63	699451
700.451	5.0	production_7	93	700451
705.44	5.0	rest_21	109	705440
710.435	5.0	perception_21	19	710435
